Nivå	HTG	HT	GT_nr	Basic type	S_kode	Name		KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap
LA	K	KS	18	KS-18	LA-KS-18	Beskyttet indre kupert kystslette med høyt jordbrukspreg	Protected inner rugged coastal plain with agriculture			KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	238	1
LA	K	KS	19	KS-19	LA-KS-19	Beskyttet indre kupert kystslette med tettsted  	Protected inner rugged coastal plain with village 			KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	239	0
LA	K	KS	2	KS-2	LA-KS-2	Beskyttet indre flat kystslette med høyt jordbrukspreg	Protected inner coastal plain with agriculture			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	222	1
LA	K	KS	20	KS-20	LA-KS-20	Beskyttet indre kupert kystslette med våtmark  	Protected inner rugged coastal plain with wetland 			KLG_RE-KS-3		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	240	1
LA	K	KS	21	KS-21	LA-KS-21	Moderat bølgeeksponert kystslette	Moderately wave-exposed coastal plain 			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	241	1
LA	K	KS	22	KS-22	LA-KS-22	Moderat bølgeeksponert kystslette med høyt jordbrukspreg	Moderately wave-exposed coastal plain with agriculture			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	242	1
LA	K	KS	23	KS-23	LA-KS-23	Moderat bølgeeksponert kystslette med tettsted  	Moderately wave-exposed coastal plain with village 			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	243	0
LA	K	KS	24	KS-24	LA-KS-24	Moderat bølgeeksponert kystslette med tettsted og høyt jordbrukspreg	Moderately wave-exposed coastal plain with village and agriculture			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	244	0
LA	K	KS	25	KS-25	LA-KS-25	Moderat bølgeeksponert kystslette med større by  	Moderately wave-exposed coastal plain with city 			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	245	0
LA	K	KS	26	KS-26	LA-KS-26	Moderat bølgeeksponert kystslette med våtmark  	Moderately wave-exposed coastal plain with wetland 			KLG_RE-KS-1		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	246	1
LA	K	KS	27	KS-27	LA-KS-27	Moderat bølgeeksponert  småkupert kystslette  	Moderately wave-exposed undulating coastal plain 			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	247	1
LA	K	KS	28	KS-28	LA-KS-28	Moderat bølgeeksponert  småkupert kystslette med høyt jordbrukspreg	Moderately wave-exposed undulating coastal plain with agriculture			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	248	1
LA	K	KS	29	KS-29	LA-KS-29	Moderat bølgeeksponert  småkupert kystslette med tettsted  	Moderately wave-exposed undulating coastal plain with village 			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	249	0
LA	K	KS	3	KS-3	LA-KS-3	Beskyttet indre flat kystslette med tettsted  	Protected inner coastal plain with village 			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	223	0
LA	K	KS	30	KS-30	LA-KS-30	Moderat bølgeeksponert  småkupert kystslette med tettsted og høyt jordbrukspreg	Moderately wave-exposed undulating coastal plain with village and agriculture			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	250	0
LA	K	KS	31	KS-31	LA-KS-31	Moderat bølgeeksponert  småkupert kystslette med større by  	Moderately wave-exposed undulating coastal plain with city 			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	251	0
LA	K	KS	32	KS-32	LA-KS-32	Moderat bølgeeksponert  småkupert kystslette med våtmark  	Moderately wave-exposed undulating coastal plain with wetland 			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	252	1
LA	K	KS	33	KS-33	LA-KS-33	Moderat bølgeeksponert  småkupert kystslette med våtmark med tettsted  	Moderately wave-exposed undulating coastal plain with wetland with village 			KLG_RE-KS-2		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	253	0
LA	K	KS	34	KS-34	LA-KS-34	Moderat bølgeeksponert  kupert kystslette  	Moderately wave-exposed rugged coastal plain 			KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	254	1
LA	K	KS	35	KS-35	LA-KS-35	Moderat bølgeeksponert  kupert kystslette med høyt jordbrukspreg	Moderately wave-exposed rugged coastal plain with agriculture			KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	255	1
LA	K	KS	36	KS-36	LA-KS-36	Moderat bølgeeksponert  kupert kystslette med tettsted  	Moderately wave-exposed rugged coastal plain with village 			KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	256	0
LA	K	KS	37	KS-37	LA-KS-37	Moderat bølgeeksponert  kupert kystslette med våtmark og høyt jordbrukspreg	Moderately wave-exposed rugged coastal plain with wetland and agriculture			KLG_RE-KS-3		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	257	1
LA	K	KS	38	KS-38	LA-KS-38	Svært bølgeeksponert kystslettelandskap på ytre kyst	Very wave-exposed outer coastal plain 			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	258	1
LA	K	KS	39	KS-39	LA-KS-39	Svært bølgeeksponert kystslettelandskap på ytre kyst med høyt jordbrukspreg	Very wave-exposed outer coastal plain with agriculture			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	259	1
LA	K	KS	4	KS-4	LA-KS-4	Beskyttet indre flat kystslette med tettsted og høyt jordbrukspreg	Protected inner coastal plain with village and agriculture			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	224	0
LA	K	KS	40	KS-40	LA-KS-40	Svært bølgeeksponert kystslettelandskap på ytre kyst med tettsted  	Very wave-exposed outer coastal plain with village 			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	260	0
LA	K	KS	41	KS-41	LA-KS-41	Svært bølgeeksponert kystslettelandskap på ytre kyst med tettsted og høyt jordbrukspreg	Very wave-exposed outer coastal plain with village and agriculture			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	261	0
LA	K	KS	42	KS-42	LA-KS-42	Svært bølgeeksponert kystslettelandskap på ytre kyst med våtmark  	Very wave-exposed outer coastal plain with wetland 			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	262	1
LA	K	KS	43	KS-43	LA-KS-43	Svært bølgeeksponert kystslettelandskap på ytre kyst med våtmark med tettsted  	Very wave-exposed outer coastal plain with wetland with village 			KLG_RE-KS-1		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	263	0
LA	K	KS	44	KS-44	LA-KS-44	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst  	Very wave-exposed outer undulating coastal plain 			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	264	1
LA	K	KS	45	KS-45	LA-KS-45	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst med høyt jordbrukspreg	Very wave-exposed outer undulating coastal plain with agriculture			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	265	1
LA	K	KS	46	KS-46	LA-KS-46	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst med tettsted  	Very wave-exposed outer undulating coastal plain with village 			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	266	0
LA	K	KS	47	KS-47	LA-KS-47	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst med tettsted og høyt jordbrukspreg	Very wave-exposed outer undulating coastal plain with village and agriculture			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	267	0
LA	K	KS	48	KS-48	LA-KS-48	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst med større by  	Very wave-exposed outer undulating coastal plain with city 			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	268	0
LA	K	KS	49	KS-49	LA-KS-49	Svært bølgeeksponert småkupert kystslettelandskap på ytre kyst med våtmark  	Very wave-exposed outer undulating coastal plain with wetland 			KLG_RE-KS-2		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	269	1
LA	K	KS	5	KS-5	LA-KS-5	Beskyttet indre flat kystslette med større by  	Protected inner coastal plain with city 			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	225	0
LA	K	KS	50	KS-50	LA-KS-50	Svært bølgeeksponert ytre kupert kystslette	Very wave-exposed outer rugged coastal plain 			KLG_RE-KS-3		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	270	1
LA	K	KS	51	KS-51	LA-KS-51	Svært bølgeeksponert ytre kupert kystslette med tettsted  	Very wave-exposed outer rugged coastal plain with village 			KLG_RE-KS-3		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	271	0
LA	K	KS	52	KS-52	LA-KS-52	Ekstremt bølgeeksponert, flat kystslette på ytterste kyst  	Extremely wave-exposed outer coastal plain 			KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	272	1
LA	K	KS	53	KS-53	LA-KS-53	Ekstremt bølgeeksponert, flat kystslette på ytterste kyst med høyt jordbrukspreg	Extremely wave-exposed outer coastal plain with agriculture			KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	273	1
LA	K	KS	54	KS-54	LA-KS-54	Ekstremt bølgeeksponert, flat kystslette på ytterste kyst med tettsted  	Extremely wave-exposed outer coastal plain with village 			KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	274	0
LA	K	KS	55	KS-55	LA-KS-55	Ekstremt bølgeeksponert, flat kystslette på ytterste kyst med våtmark  	Extremely wave-exposed outer coastal plain with wetland 			KLG_RE-KS-1		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	275	1
LA	K	KS	56	KS-56	LA-KS-56	Ekstremt bølgeeksponert, flat kystslette på ytterste kyst med våtmark med tettsted  	Extremely wave-exposed outer coastal plain with wetland with village 			KLG_RE-KS-1		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	276	0
LA	K	KS	57	KS-57	LA-KS-57	Ekstremt bølgeeksponert, småkupert kystslette på ytterste kyst	Extremely wave-exposed outer undulating coastal plain 			KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	277	1
LA	K	KS	58	KS-58	LA-KS-58	Ekstremt bølgeeksponert, småkupert kystslette på ytterste kyst med tettsted  	Extremely wave-exposed outer undulating coastal plain with village 			KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	278	0
LA	K	KS	59	KS-59	LA-KS-59	Ekstremt bølgeeksponert, småkupert kystslette på ytterste kyst med tettsted og høyt jordbrukspreg	Extremely wave-exposed outer undulating coastal plain with village and agriculture			KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	279	0
LA	K	KS	6	KS-6	LA-KS-6	Beskyttet indre flat kystslette med våtmark  	Protected inner coastal plain with wetland 			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	226	1
LA	K	KS	60	KS-60	LA-KS-60	Ekstremt bølgeeksponert, småkupert kystslette på ytterste kyst med større by  	Extremely wave-exposed outer undulating coastal plain with city 			KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	280	0
LA	K	KS	61	KS-61	LA-KS-61	Ekstremt bølgeeksponert, småkupert kystslette på ytterste kyst med våtmark  	Extremely wave-exposed outer undulating coastal plain with wetland 			KLG_RE-KS-2		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	281	1
LA	K	KS	62	KS-62	LA-KS-62	Ekstremt bølgeeksponert, kupert kystslette på ytterste kyst  	Extremely wave-exposed outer rugged coastal plain 			KLG_RE-KS-3		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	282	1
LA	K	KS	63	KS-63	LA-KS-63	Ekstremt bølgeeksponert, kupert kystslette på ytterste kyst med våtmark	Extremely wave-exposed outer rugged coastal plain with wetland			KLG_RE-KS-3		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	283	1
LA	K	KS	7	KS-7	LA-KS-7	Beskyttet indre flat kystslette med våtmark og høyt jordbrukspreg	Protected inner coastal plain with wetland and agriculture			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	227	1
LA	K	KS	8	KS-8	LA-KS-8	Beskyttet indre flat kystslette med våtmark med tettsted  	Protected inner coastal plain with wetland with village 			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	228	0
LA	K	KS	9	KS-9	LA-KS-9	Beskyttet indre småkupert kystslette  	Protected inner undulating coastal plain 			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	229	1
LA	I				LA-I	Innlandslandskap	Inland													0	
LA	K				LA-K	Kystlandskap	Coast													0	
LA	M				LA-M	Marine landskap	Marine													0	
LA	M	MA			LA-MA	Marine ås- og fjellandskap	Submarine hills and mountains														
LA	M	MD			LA-MD	Marine dallandskap	Submarine fjords														
LA	M	MS			LA-MS	Marine dyphavssletter	Submarine deepwater plains														
LA	M	MK			LA-MK	Marine kystsletter	submarine coastal plains														
